"t","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","E12","E13","E14","E15","E16","I1","I2","I3","I4","I5","I6","I7","I8","I9","I10","I11","I12","I13","I14","I15","I16","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","S","E","I","R","Ntotal","incidence","incidence1","incidence2","incidence3","incidence4","incidence5","incidence6","incidence7","incidence8","incidence9","incidence10","incidence11","incidence12","incidence13","incidence14","incidence15","incidence16"
37,1908138.35686196,1873336.83742757,1840530.45442513,1736864.51033663,1822226.54848184,2035154.72442098,2143239.18942382,2106006.14416067,1916836.40457471,1770640.91693712,1621062.02631704,1408669.00170771,1238086.671553,871956.749226918,597625.678480786,608347.723223315,18.2562332276283,23.8706912316523,30.7550538146613,53.1847932430228,36.4713188859258,36.2178333395903,35.1378712933116,36.0445917249126,33.4844441300331,27.2487259163662,27.2317967915885,19.4944178508816,10.7176858142536,6.27663486361499,3.67574883222077,3.22351016496625,12.1564649577479,15.7640799726858,19.7702769531005,32.4086143313592,22.8768949189791,23.0983188627518,22.6477627879469,23.1816628827116,21.4042127325277,17.3961252508264,17.4027480151069,12.6069613301453,7.12063048029423,4.2411047833544,2.50602776832691,2.20225061605287,21.8231668850907,26.3873255986018,30.6698872728688,43.471194018826,33.6222759824671,35.2049047808021,35.3803951380899,35.8821377611942,32.8033435100989,27.2006711003306,26.8486333569224,20.38171343226,13.0857076610925,8.29382281119715,5.16798387892491,4.76378982740216,25498721.9375592,401.29135112463,256.784136643918,400.986953016169,25499781,25.6784136643918,1.21564649577479,1.57640799726858,1.97702769531005,3.24086143313592,2.28768949189791,2.30983188627518,2.26477627879469,2.31816628827116,2.14042127325277,1.73961252508264,1.74027480151069,1.26069613301453,0.712063048029423,0.42411047833544,0.250602776832691,0.220225061605287
38,1908135.48323632,1873333.08803138,1840525.52364861,1736855.60007464,1822220.56865976,2035148.87299157,2143233.56365958,2106000.3654536,1916831.00524183,1770636.50430479,1621057.62830647,1408665.87574107,1238084.97274083,871955.763527274,597625.101474316,608347.214768578,19.2547904702072,25.168726446028,32.5227757971738,56.6071507478896,38.6939616225466,38.3422775572357,37.1501909252865,38.1162440560471,35.4385634351118,28.8568584278525,28.8276068932974,20.6154334381649,11.3151502818092,6.61778265009388,3.8753033734802,3.40083755212712,12.7847796327985,16.5977370470882,20.9003323641661,34.5496721327754,24.2770617626821,24.4486030313581,23.9327859847867,24.5050076235334,22.6474362163731,18.4107745983341,18.4145692341661,13.3161023934561,7.49155754692654,4.4511529914819,2.62689892470166,2.30792870209983,23.0699206085918,28.0050295046379,32.7028864004831,46.8180406962183,35.979288486417,37.5816058043869,37.7088165545978,38.265847756763,35.0053336013791,28.9905215711859,28.6390126088455,21.6775234226429,13.816128299348,8.72832646069766,5.42456465032865,4.98923909127364,25498657.1318606,424.803653674352,271.662400186728,427.402085517797,25499781,27.1662400186728,1.27847796327985,1.65977370470882,2.09003323641661,3.45496721327754,2.42770617626821,2.44486030313581,2.39327859847867,2.45050076235334,2.26474362163731,1.84107745983341,1.84145692341661,1.33161023934561,0.749155754692654,0.44511529914819,0.262689892470166,0.230792870209983
39,1908132.44717959,1873329.12975518,1840520.30758565,1736846.12802069,1822214.22589865,2035142.67679122,2143227.61236373,2105994.25157463,1916825.28900946,1770631.82979638,1621052.97089727,1408662.56745821,1238083.17606944,871954.721816838,597624.49147351,608346.676927052,20.3129702704953,26.5421070490538,34.393891975141,60.2387064088251,41.050642234279,40.5928051954295,39.2809457297816,40.309863743565,37.5084385270856,30.5612854519711,30.5185252010848,21.8033508088361,11.9489289571264,6.97979305772926,4.08728135775718,3.58926882418104,13.4511847892438,17.4791958877963,22.0960241185304,36.8226846000463,25.7619196330241,25.8785993346924,25.2926952785916,25.9054071193391,23.9638566727368,19.486515342384,19.4865213494135,14.0676441645408,7.88578284784352,4.67467691820505,2.75585331493803,2.42095747639481,24.3813923819531,29.7084662556007,34.852141424509,50.3855265236951,38.4805111076591,40.0972822125526,40.1694483082341,40.7857075406028,37.3352704274052,30.8848622134931,30.5335513825303,23.0463471391345,14.5847957103442,9.18450256175112,5.69363308254677,5.22562057076724,25498588.5026175,449.718804792342,287.429518847721,455.349058842779,25499781,28.7429518847721,1.34511847892438,1.74791958877963,2.20960241185304,3.68226846000463,2.57619196330241,2.58785993346924,2.52926952785917,2.59054071193391,2.39638566727368,1.9486515342384,1.94865213494135,1.40676441645408,0.788578284784352,0.467467691820505,0.275585331493803,0.242095747639481
40,1908129.23905517,1873324.95037276,1840514.78945598,1736836.06004741,1822207.49836184,2035136.1152914,2143221.316264,2105987.78266912,1916819.23703838,1770626.87776289,1621048.03861301,1408659.065991,1238081.27568171,871953.62074494,597623.846491604,608346.107934462,21.4342736422186,27.9953033714929,36.3745393229592,64.092044630734,43.549395763573,42.976962767088,41.5372139598827,42.632747390333,39.7009903349223,32.3677425548274,32.3102358702703,23.0621508105156,12.6211425703468,7.36387086151964,4.31239209718473,3.78942704295938,14.1578971980842,18.4112918103961,23.3612394005441,39.2356053842915,27.33654948564,27.3930821658385,26.7319740648782,27.3874849896372,25.357855719653,20.6269722982925,20.6222052431015,14.8641089612367,8.30464660466891,4.91243722553483,2.893337933721,2.54172393094211,25.7615010217738,31.5025564315207,37.1244084638496,54.1872407918044,41.1346645351378,42.7601416285487,42.7700010162977,43.449651541914,39.8006906504419,32.8899816488869,32.5384410758151,24.4925495530826,15.3941060782368,9.66373634926524,5.97601963012769,5.47368848760835,25498515.8217757,476.120432990827,304.13841241646,484.919378904311,25499781,30.413841241646,1.41578971980842,1.84112918103961,2.33612394005441,3.92356053842915,2.733654948564,2.73930821658385,2.67319740648782,2.73874849896372,2.5357855719653,2.06269722982925,2.06222052431015,1.48641089612367,0.830464660466891,0.491243722553483,0.2893337933721,0.254172393094211
41,1908125.84865364,1873320.53693083,1840508.95148116,1736825.35997873,1822200.36290406,2035129.16673545,2143214.65493719,2105980.93769662,1916812.82936355,1770621.63161973,1621042.81505246,1408655.35982278,1238079.26537221,871952.45676224,597623.164424239,608345.50592187,22.6224138073124,29.5330525577142,38.4712211389455,68.1805028394583,46.1987384980943,45.5027479275481,43.926496081818,45.0926261960809,42.0235530670932,34.2823102464082,34.208762627838,24.3960529019185,13.3340416213949,7.77129533395968,4.55138936824987,4.00197562599991,14.9072660126063,19.3970285076615,24.7000970430323,41.7968648912432,29.0063364536356,28.9971113364349,28.2553729025775,28.9561400449023,26.8340764246595,21.8359876753109,21.8254363175439,15.7081693324601,8.74956953439201,5.16524040982808,3.03982687054596,2.67063945871385,27.2143935743504,33.3925124808236,39.5268438260479,58.237591763737,43.9509926146917,45.5788832477707,45.518646864614,46.2660901785711,42.4095820405195,35.0125417439482,34.6602437965665,26.020755305529,16.2465935930535,10.1674913921814,6.27260078735484,5.73423696947585,25498438.8476568,504.097179839834,321.845163215548,516.210000179235,25499781,32.1845163215548,1.49072660126063,1.93970285076615,2.47000970430323,4.17968648912432,2.90063364536356,2.89971113364349,2.82553729025775,2.89561400449023,2.68340764246595,2.18359876753109,2.18254363175439,1.57081693324601,0.874956953439201,0.516524040982808,0.303982687054596,0.267063945871385
42,1908122.26515856,1873315.87570572,1840502.77482506,1736813.98946725,1822192.79499323,2035121.80806522,2143207.60674046,2105973.69436018,1916806.04482687,1770616.07379083,1621037.28283434,1408651.43674968,1238077.13856647,871951.226108861,597622.443042417,608344.86890941,23.8813285525255,31.1603744148408,40.6908288636289,72.518216486851,49.007696660291,48.1786363820505,46.4567399911137,47.6976919695042,44.4838988805436,36.3114343740101,36.2204890454486,25.8095293162901,14.0900138468778,8.20342446164754,4.80507388129443,4.22762046946825,15.7017809565,20.439588176241,26.1169613886589,44.5153987279366,30.7769880723596,30.6960491365365,29.8679254770823,30.6165627023488,28.397438935241,23.1176341915122,23.1002573666289,16.602657147153,9.22205789591258,5.43394173123864,3.19582308078589,2.80814147341067,28.7444589598384,35.3838560596149,42.0670278585724,62.5518557593251,46.9392936693198,48.562727224403,48.4240471143186,49.2439381890111,45.1704103943749,37.259599999277,36.9059144520942,27.6358641805367,17.14493875054,10.6973143223096,6.58430188569922,6.00810257066787,25498357.3241446,533.742997596386,340.609206459546,549.323651389903,25499781,34.0609206459546,1.57017809565,2.0439588176241,2.61169613886589,4.45153987279366,3.07769880723596,3.06960491365365,2.98679254770823,3.06165627023488,2.8397438935241,2.31176341915122,2.31002573666289,1.6602657147153,0.922205789591258,0.543394173123864,0.319582308078589,0.280814147341067
43,1908118.47711026,1873310.9521575,1840496.23953076,1736801.90786447,1822184.76862753,2035114.01484333,2143200.14873853,2105966.02903129,1916798.86100595,1770610.1856494,1621031.4235388,1408647.28383952,1238074.88829883,871949.924801791,597621.679985041,608344.194799653,25.2151933692541,32.8825882286737,43.0406652127721,77.1201667314597,51.9858368201319,51.0136104111758,49.1363677451906,50.4566246987009,47.0902640320891,38.4619477608414,38.3521800323786,27.3073200885052,14.8915921696088,8.66169944296044,5.07429592008596,4.46711222851539,16.5440809462506,21.5423422342713,27.6164569715164,47.400677853347,32.6545535826261,32.495578409156,31.5749655165369,32.3742523896124,30.0531570404621,24.4762289410254,24.4509522101596,17.5505732075456,9.72370879008428,5.71944827916073,3.36186023139874,2.95469508467815,30.3563424566485,37.482436412867,44.7529902268379,67.1462291680973,50.1099536953101,51.7214458142798,51.4953812521385,52.3926446546205,48.0921480635376,39.6386332872612,39.282824163477,29.3430675133444,18.0919771691466,11.2548398627869,6.91210007203111,6.29616695743131,25498270.9798226,565.157464892344,360.493531687831,584.369180769816,25499781,36.0493531687831,1.65440809462506,2.15423422342713,2.76164569715164,4.7400677853347,3.26545535826261,3.2495578409156,3.15749655165369,3.23742523896124,3.00531570404621,2.44762289410254,2.44509522101596,1.75505732075456,0.972370879008428,0.571944827916073,0.336186023139874,0.295469508467815
44,1908114.47236736,1873305.75088125,1840489.3244537,1736789.07208317,1822176.25624757,2035105.76117078,2143192.25662654,2105957.91667046,1916791.25413858,1770603.94745515,1621025.21764536,1408642.88738832,1238072.50718912,871948.548621538,597620.872751,608343.48137056,26.6284354158787,34.7053305993864,45.5284687001873,82.002230953442,55.143298130602,54.0171891072563,51.9743038990529,53.3786217696217,49.8513765973492,40.7410931592974,40.611004617935,28.8944489934629,15.7414631540091,9.14764947929605,5.35995815840937,4.72124876080916,17.4369631828842,22.7088626682166,29.2034840695917,50.4627405330413,34.6454443785068,34.4017217013436,33.3821447191093,34.235035994913,31.806755720317,25.916348063839,25.8820601378454,18.5550974213063,10.2562157361676,6.02272218806355,3.5385046306855,3.11079483875478,32.0549610712545,39.6944498585029,47.5932367034976,72.0378835667398,53.4739815453532,55.0653963784972,54.7423778823582,55.7222248143129,51.1843041874811,42.15756301627,41.7987850834057,31.1478655874985,19.090708950647,11.8417961704804,7.25702747552763,6.59935976400316,25498179.5270605,598.446121495995,381.564895984586,621.46192205583,25499781,38.1564895984586,1.74369631828842,2.27088626682166,2.92034840695917,5.04627405330413,3.46454443785068,3.44017217013436,3.33821447191093,3.4235035994913,3.1806755720317,2.5916348063839,2.58820601378454,1.85550974213063,1.02562157361676,0.602272218806355,0.35385046306855,0.311079483875478
45,1908110.2380661,1873300.25555553,1840482.0071908,1736775.43645162,1822167.22864325,2035097.01959963,2143183.90464829,2105949.3307429,1916783.19904276,1770597.33828772,1621018.64446719,1408638.23287423,1238069.98741781,871947.093097976,597620.01869078,608342.726268023,28.1257483454746,36.6345743541026,48.1624396305677,87.1812362717415,58.4908264920284,57.1994604210257,54.980005536716,56.4734289283258,52.776485848096,43.1565475933346,43.0045600976942,30.576240446974,16.6424759928936,9.66289687377976,5.66301866152212,4.99087773979137,18.3833927487195,23.9429340488279,30.883235181326,53.7122262039322,36.7564556693088,36.4208615569325,35.2954517520269,36.2050874255256,33.6640897423238,27.4428422704679,27.3983912121645,19.6195995685606,10.8213745477451,6.34478401800339,3.72635725131869,3.27696653416331,33.845519842127,42.0264604392805,50.5967775587307,77.2450241266177,57.0430462165495,58.6055563586612,58.1753474645805,59.2432937790082,54.4569567335624,44.8247818041259,44.4620767009488,33.0560860786366,20.144308613183,12.4600105080894,7.62017457214325,6.91866162638987,25498082.6610446,633.720823234068,403.894049731347,660.724082422635,25499781,40.3894049731347,1.83833927487195,2.39429340488279,3.0883235181326,5.37122262039322,3.67564556693088,3.64208615569325,3.52954517520269,3.62050874255256,3.36640897423238,2.74428422704679,2.73983912121645,1.96195995685606,1.08213745477451,0.634478401800339,0.372635725131869,0.327696653416331
46,1908105.76057711,1873294.44888771,1840474.26400539,1736760.95255911,1822157.65485507,2035087.76104048,2143175.06550955,2105940.24312935,1916774.66903188,1770590.3359762,1621011.68208138,1408633.30490859,1238067.32069975,871945.553495346,597619.114997572,608341.926997955,29.7121080453427,38.676648597611,50.9512676478493,92.6750162414417,62.0398107580302,60.5711151242076,58.1634940971653,59.7513730891138,55.8753933848175,45.716448169418,45.540897622849,32.3583374239643,17.5976520533938,10.2091624527147,5.98449408118463,5.27689944500727,19.3865127456366,25.2485662579562,32.661212482317,57.1604113615959,38.9947894291489,38.559762019634,37.3212323864837,38.2909483399241,35.631363368159,29.0608532761258,29.0050424819453,20.7476507013887,11.4210895314943,6.68671631412956,3.92605585577195,3.45376912180488,35.7335291301086,44.4854218114595,53.7731576467142,82.7869515079353,60.8295163683657,62.3535603413379,61.8052170076371,62.9671022600836,57.9207864515857,47.6491817490529,47.2814737216954,35.0739036062762,21.256135627846,13.1114152631271,8.0026937564272,7.25510740185874,25497980.0587524,671.100118234111,427.555975673516,702.285153651511,25499781,42.7555975673516,1.93865127456366,2.52485662579562,3.2661212482317,5.71604113615959,3.89947894291489,3.8559762019634,3.73212323864837,3.82909483399241,3.5631363368159,2.90608532761258,2.90050424819453,2.07476507013887,1.14210895314943,0.668671631412956,0.392605585577195,0.345376912180488
47,1908101.02545973,1873288.31255599,1840466.06974763,1736745.56909226,1822147.50206961,2035077.95466441,2143165.71028627,2105930.62403138,1916765.63582486,1770582.91702436,1621004.30725511,1408628.0871842,1238064.49825632,871943.924796358,597618.158697846,608341.080917905,31.3927893384149,40.8382599667029,53.9041609300904,98.5024709196241,65.802321102894,64.1434828004095,61.5353890999787,63.2233970970949,59.1584861274386,48.4294194407332,48.2285493170421,34.2467204525259,18.6101950120137,10.7882713264199,6.32546305383454,5.58026973763824,20.4496550124956,26.6300079700157,34.5432463212741,60.8192475893386,41.368078711618,40.8255914190093,39.4662108361337,40.4995501227635,37.7151512366583,30.7758312016618,30.7074151613713,21.9430352152231,12.0573800327355,7.04966735965789,4.13827723328337,3.64179669866185,37.724822951255,47.0787004435071,57.1324882892215,88.6841274486934,64.8465022031391,66.3217393363376,65.6435668365874,66.9055744325867,61.5871128572794,50.640184391891,50.26627561706,37.2078604588123,22.4297455922736,13.7980543324063,8.40580313138428,7.60978958304289,25497871.3778642,710.709645722855,452.630142121902,746.282347905477,25499781,45.2630142121902,2.04496550124956,2.66300079700157,3.45432463212741,6.08192475893386,4.1368078711618,4.08255914190093,3.94662108361337,4.04995501227635,3.77151512366583,3.07758312016618,3.07074151613713,2.19430352152231,1.20573800327355,0.704966735965789,0.413827723328337,0.364179669866185
48,1908096.01741352,1873281.82714815,1840457.39777026,1736729.2316618,1822136.73550882,2035067.56779919,2143155.80832735,2105920.44187136,1916756.06945107,1770575.0565316,1620996.49536751,1408622.56242045,1238061.51078595,871942.201685359,597617.146641379,608340.185228184,33.1733836789685,43.126515131239,57.0308770909598,104.683630424106,69.7911496294455,67.9285699385579,65.1069438401107,66.901096517036,62.6367712322244,51.3046023802871,51.0765569764115,36.2477277223083,19.6835015980883,11.4021589999979,6.68706980786514,5.9020032261045,21.5763514476538,28.0917609173362,36.5355147945073,64.7014018076992,43.8844133810146,43.2259464874216,41.7375123439872,42.8382371483183,39.9224204671286,32.593552979791,32.5112328107032,23.2097636185775,12.7323873445106,7.43485513264317,4.36373955499746,3.84168060204466,39.8255783888755,49.814100173455,60.6854810233803,94.9582441866532,69.1078997971353,70.5231623516496,69.7026695105731,71.0713480135999,65.4679323206445,53.8077724316423,53.4263379050148,39.4648885348841,23.6689020630571,14.5220898840333,8.83079052318769,7.98386191220823,25497756.2556119,752.68255819371,479.200770838334,792.861059019994,25499781,47.9200770838334,2.15763514476538,2.80917609173362,3.65355147945073,6.47014018076992,4.38844133810146,4.32259464874216,4.17375123439872,4.28382371483183,3.99224204671286,3.2593552979791,3.25112328107032,2.32097636185775,1.27323873445106,0.743485513264317,0.436373955499746,0.384168060204466
49,1908090.72022675,1873274.97209623,1840448.21983904,1736711.88261827,1822125.3183123,2035056.56581886,2143145.32715123,2105909.66318583,1916745.93814908,1770566.72810878,1620988.22032649,1408616.71230504,1238058.34843273,871940.378530432,597616.07549063,608339.236962425,35.0598179965935,45.5489447373146,60.3417560561787,111.239722535157,74.0198535697833,71.939100459642,68.890083361659,70.7967587676241,66.3219132379284,54.3516852148491,54.0945026017875,38.3680764817801,20.821173039265,12.052877887369,7.07052801155063,6.24317664983637,22.7703460360544,29.6385950641163,38.6445645696835,68.8202990938164,46.5523674842974,45.7688780183076,44.1426872146994,45.3147915350763,42.2605541756636,34.5201419275849,34.422560677099,24.5520861125832,13.4483820410641,7.84357150156306,4.60320486821018,4.05409162340991,42.042336253356,52.6998883393331,64.4434835080818,101.632298320023,73.6284382691455,74.971680628067,73.9955312317092,75.4778169063715,69.5759585919406,57.1625234704346,56.7721054357613,41.8523326927296,24.9775891492942,15.2858095551036,9.27901775508564,8.37854322580617,25497634.3075541,797.159970608318,507.357121943229,842.175353332242,25499781,50.7357121943229,2.27703460360544,2.96385950641164,3.86445645696835,6.88202990938164,4.65523674842974,4.57688780183076,4.41426872146994,4.53147915350763,4.22605541756636,3.45201419275849,3.44225606770991,2.45520861125832,1.34483820410641,0.784357150156306,0.460320486821018,0.405409162340991
50,1908085.11672203,1873267.72560774,1840438.50603816,1736693.46085764,1822113.21141309,2035044.91202725,2143134.23233682,2105898.25251317,1916735.20825999,1770557.90378942,1620979.45448098,1408610.51743241,1238055.00075331,871938.449364494,597614.941709547,608338.23297762,37.0583745889663,48.1135286699838,63.8477547479371,118.19324399894,78.5028008596327,76.1885584711675,72.8974445181373,74.9234044033784,70.2262732528807,57.5809359613254,57.2925406081369,40.6148856147317,22.0270271476198,12.7426041927936,7.47712483993945,6.60493246094819,24.0356075255237,31.2755646135007,40.8773328542529,73.1901678533582,49.3810281262769,48.4629179363627,46.6897361705922,47.9374592653694,44.7373762856739,36.5620883893811,36.4478260982057,25.9745069134421,14.2077717034737,8.27718664243458,4.85748172026013,4.27974233481581,44.3820228832312,55.7448233505068,68.4185174079051,108.730668734446,78.4237295483575,79.6819743105418,78.5359355363836,80.1391761955745,73.9246655609996,60.715645616759,60.3146475140703,44.3779753888502,26.3600248017385,16.0916340471458,9.75192515761419,8.79512150856966,25497505.1262837,844.291434336519,537.193794432924,894.388487562694,25499781,53.7193794432924,2.40356075255237,3.12755646135007,4.08773328542529,7.31901678533582,4.93810281262769,4.84629179363627,4.66897361705922,4.79374592653694,4.47373762856739,3.65620883893811,3.64478260982057,2.59745069134421,1.42077717034737,0.827718664243458,0.485748172026013,0.427974233481581
51,1908079.18869867,1873260.06459261,1840428.22467003,1736673.90161512,1822100.37340591,2035032.5675344,2143122.4874077,2105886.17227438,1916723.84411412,1770548.55393558,1620970.16852793,1408603.95723849,1238051.4566818,871936.40786526,597613.741551683,608337.169943551,39.1757122312928,50.8287228477513,67.5604838682343,125.568036127632,83.2552184680904,80.6912336078173,77.1424184551508,79.2948308900835,74.3629505115048,61.0032369390254,60.6814319811641,42.9956995855487,23.3051111486704,13.4736452183306,7.90822529539308,6.98848263484874,25.3763428585943,33.008024982473,43.2411706932731,77.8260877236176,52.3800260905717,51.3171080073288,49.3871372447448,50.7149778897726,47.3611778412674,38.7262716236305,38.5938401399337,27.4817994380734,15.0131091021226,8.73715371437657,5.12742793392646,4.51938954751202,46.8519732709873,58.9581839324365,72.623318573739,116.279199252453,83.5103211609343,84.6696019496693,83.3384896375289,85.0704698734361,78.5283326104329,64.4790152465922,64.0656951547075,47.0500628138681,27.8206749091522,16.942125182961,10.251036352802,9.23495819043784,25497368.2800572,894.235439810539,568.811044831219,949.673458112138,25499781,56.8811044831219,2.53763428585943,3.3008024982473,4.32411706932731,7.78260877236176,5.23800260905717,5.13171080073288,4.93871372447448,5.07149778897726,4.73611778412674,3.87262716236305,3.85938401399337,2.74817994380734,1.50131091021226,0.873715371437657,0.512742793392646,0.451938954751202
52,1908072.91687144,1873251.96458576,1840417.34214889,1736653.13624654,1822086.7604074,2035019.49112552,2143110.05370946,2105873.3826466,1916711.80791097,1770538.64713792,1620960.33141353,1408597.00993145,1238047.70449254,871934.247333985,597612.471047592,608336.044331585,41.4188885814958,53.7034876498138,71.4922469197239,133.389364979026,88.2932436643696,85.4622691290596,81.6391956756137,83.925659038776,78.7458264567747,64.6301213875007,64.2725805096542,45.5185138433149,24.6597153011686,14.2484471243866,8.365276797738,7.3951127237191,26.7970114120203,34.8416508090952,45.7438676849163,82.7440403879995,55.5595683222232,54.3410302960616,52.2438743128246,53.6566059207441,50.1407449229918,41.0199830173142,40.8678205502425,29.0790224107572,15.8671008681815,9.22501381230073,5.41395354562671,4.77383691318594,49.4599556007745,62.3498001560603,77.0713796727535,124.305286318732,88.9057522357494,89.9510530215266,88.4186735942866,90.2876414785677,83.4020927352413,68.4652170654496,68.0376806126379,49.8773326248008,29.3642682547014,17.8399944548486,10.7779633300196,9.69949270183692,25497223.3113412,947.159949782135,602.315125186485,1008.21358385799,25499781,60.2315125186485,2.67970114120203,3.48416508090952,4.57438676849163,8.27440403879995,5.55595683222232,5.43410302960616,5.22438743128246,5.36566059207441,5.01407449229918,4.10199830173142,4.08678205502425,2.90790224107572,1.58671008681815,0.922501381230073,0.541395354562671,0.477383691318594
53,1908066.28080579,1873243.399665,1840405.82288812,1736631.09199666,1822072.32590813,2035005.6391221,2143096.89027954,2105859.84142913,1916699.05959191,1770528.15010991,1620949.9102287,1408589.65241834,1238043.73176059,871931.960672931,597611.125991477,608334.852402794,43.7953839226141,56.747318030058,75.6560815386251,141.684006267877,93.6339783192639,90.5177128656348,86.4028137737299,88.8313821872754,83.3896114328857,68.4738122593038,68.0780711627128,48.1918017328856,26.0953873325346,15.0696031572188,8.8498140520281,7.82618615958809,28.3023400741605,36.7824550276137,48.3936781617076,87.9609633982095,58.9304723348355,57.5448394318132,55.269467318733,56.772153971817,53.0853882198538,43.4509506742554,43.2774160733836,30.7715369227114,16.7726166731791,9.74240120818919,5.71802391359134,5.04393767499729,52.2141972445948,65.9300863122266,81.7769953508236,132.837971891957,94.6286128383492,95.5438035684415,93.7928924052867,95.8075877467855,88.5619835228577,72.687586548828,72.2437792651453,52.8690433275176,30.995812360351,18.7881120798767,11.3344118225359,10.1902472950747,25497069.7352711,1003.24296419424,637.818641079051,1070.20312358065,25499781,63.7818641079051,2.83023400741605,3.67824550276137,4.83936781617076,8.79609633982095,5.89304723348355,5.75448394318132,5.5269467318733,5.6772153971817,5.30853882198538,4.34509506742554,4.32774160733836,3.07715369227114,1.67726166731791,0.974240120818919,0.571802391359134,0.504393767499729
54,1908059.2588492,1873234.34236415,1840393.6291809,1736607.69175393,1822057.02061574,2034990.96523486,2143082.95370957,2105845.50390156,1916685.55670544,1770517.02757573,1620938.87009829,1408581.86022742,1238039.52532001,871929.540361517,597609.701927048,608333.590195379,46.3131263179314,59.9702754139396,80.0658032712903,150.480335276098,99.2955464134912,95.8745711769428,91.4492079898125,94.0284182859244,88.3098941366872,72.5472633108665,72.1107107339875,51.0245429985888,27.6169477357132,15.9398623694306,9.36346420926879,8.28314882042423,29.8973392092597,38.8368090726042,51.1993489212997,93.4948071752055,62.5042026522059,60.9392967839158,58.4740042906502,60.0720177416647,56.2049743521173,46.0273654564552,45.8307322022872,32.5650244993434,17.7326989467551,10.2910488983274,6.04066300644047,5.33059757796843,55.1234123002843,69.7100757370769,86.7553100726868,141.908041840989,100.698606823864,101.466375139791,99.4785311933878,101.648215446844,94.0250011577482,77.1602548973529,76.6979539806849,56.0350054038929,32.7206102698592,19.7895165909999,11.9221870017899,10.7088321469348,25496907.0380207,1062.6731184604,675.4409307865,1135.84793000419,25499781,67.54409307865,2.98973392092597,3.88368090726042,5.11993489212997,9.34948071752055,6.25042026522059,6.09392967839158,5.84740042906502,6.00720177416647,5.62049743521173,4.60273654564552,4.58307322022872,3.25650244993434,1.77326989467551,1.02910488983274,0.604066300644047,0.533059757796843
55,1908051.82805841,1873224.76358086,1840380.72107377,1736582.8537905,1822040.79228878,2034975.4204079,2143068.1979993,2105830.32267336,1916671.25426435,1770505.24215149,1620927.17406368,1408573.60742579,1238035.07121947,871926.978431031,597608.19413253,608332.253511335,48.9805182743232,63.3830214996121,84.7360519607417,159.808422100199,105.29715497072,101.550866124164,96.7952647780688,99.5341650854443,93.5231940156249,76.8642026473825,76.3840709071468,54.0262539887914,29.2295059854178,16.8621388664595,9.90795233958245,8.76753387641012,31.5873195705017,41.0114642895182,54.1701486126508,99.3645954046523,66.2929094232786,64.5358066782096,61.8681752695626,63.5672129686158,59.5099590642881,48.7579085783252,48.5363584672548,34.4655062443465,18.7505731705165,10.8727944783452,6.38295688525282,5.6347779506694,58.1968307764755,73.7014577220767,92.0223688233112,151.548130221923,107.136618449794,107.738397259012,105.494013693834,107.828501619474,99.8091576578573,81.8981966787502,81.4150021447716,59.3856143030294,34.5442783342551,20.8474250003825,12.5431995108463,11.2569507614541,25496734.6750726,1125.65031742009,715.308467055988,1205.36614295725,25499781,71.5308467055988,3.15873195705017,4.10114642895182,5.41701486126508,9.93645954046523,6.62929094232786,6.45358066782096,6.18681752695626,6.35672129686158,5.95099590642881,4.87579085783252,4.85363584672548,3.44655062443465,1.87505731705165,1.08727944783452,0.638295688525282,0.56347779506694
56,1908043.9641223,1873214.63247905,1840367.05623257,1736556.49148689,1822023.58556072,2034958.95265353,2143052.57440199,2105814.24752455,1916656.10459438,1770492.75421938,1620914.78295848,1408564.86653214,1238030.3546754,871924.266437834,597606.597604783,608330.837902333,51.8064649991247,66.9968540718499,89.682340891878,169.700132537845,111.659158609872,107.56569604222,102.458878559158,105.367058603883,99.0470167800429,81.4391788609764,80.9125338805453,57.2070196580994,30.9384777255022,17.8395216084832,10.4851072351682,9.28096693162603,33.3779102174656,43.313574620996,57.3158988724366,105.590489019644,70.3094693346816,68.346454770929,65.4633082596053,67.2694124680422,63.0114223951985,51.6517808433294,51.4033973488711,36.4793631226496,19.8296587821359,11.4895863657825,6.74605739096497,5.95749896903107,61.4442295188093,77.9166166285655,97.5951708349645,161.792829773217,113.964782964623,114.380673619604,111.858864235862,114.368557415505,105.933541528728,86.9172803109496,86.4106054955529,62.9318854035465,36.4727650570396,21.9652435674964,13.1994718562571,11.8364056899097,25496552.0693863,1192.38640699627,757.555282781764,1278.98892390063,25499781,75.7555282781764,3.33779102174656,4.3313574620996,5.73158988724366,10.5590489019644,7.03094693346816,6.8346454770929,6.54633082596053,6.72694124680422,6.30114223951985,5.16517808433295,5.14033973488711,3.64793631226496,1.98296587821359,1.14895863657825,0.674605739096497,0.595749896903107
